timestamp,temperature
2015-07-02T16:24:30,33
2015-07-02T17:24:29,31
2015-07-02T18:24:30,32
2015-07-02T19:24:32,32
2015-07-02T20:24:30,30
2015-07-02T21:24:30,29
2015-07-02T22:24:29,27
2015-07-02T23:24:31,27
2015-07-03T00:24:29,26
2015-07-03T01:24:32,23
2015-07-03T10:24:29,14
2015-07-03T11:24:30,16
2015-07-03T12:24:30,21
2015-07-03T13:24:29,21
2015-07-03T14:24:30,27
2015-07-03T15:24:40,30
2015-07-03T16:24:30,31
2015-07-03T17:24:29,32
2015-07-03T18:24:29,30
2015-07-03T19:24:29,31
2015-07-03T20:24:29,30
2015-07-03T21:24:32,29
2015-07-03T22:24:29,29
2015-07-03T23:24:30,27
2015-07-04T00:24:40,27
2015-07-04T01:24:30,23
2015-07-04T10:24:31,13
2015-07-04T11:24:29,18
2015-07-04T12:24:30,21
2015-07-04T13:24:30,21
2015-07-04T14:24:29,27
2015-07-04T15:24:38,27
2015-07-04T16:24:30,32
2015-07-04T17:24:30,35
2015-07-04T18:24:32,33
2015-07-04T19:24:30,33
2015-07-04T20:24:36,33
2015-07-04T21:24:31,31
2015-07-04T22:24:50,31
2015-07-04T23:24:29,28
2015-07-05T00:24:29,27
2015-07-05T01:24:30,26
2015-07-05T10:24:29,15
2015-07-05T11:24:29,20
2015-07-05T12:24:29,22
2015-07-05T13:24:29,26
2015-07-05T14:24:30,28
2015-07-05T15:24:30,32
2015-07-05T16:24:29,34
2015-07-05T17:24:34,35
2015-07-05T18:24:51,35
2015-07-05T19:24:30,35
2015-07-05T20:24:30,35
2015-07-05T21:24:30,32
2015-07-05T22:24:31,31
2015-07-05T23:24:30,31
2015-07-06T00:24:41,31
2015-07-06T01:24:29,31
2015-07-06T11:24:29,21
2015-07-06T12:24:29,22
2015-07-06T13:24:29,27
2015-07-06T14:24:29,31
2015-07-06T15:24:29,31
2015-07-06T16:24:29,31
2015-07-06T17:24:30,36
2015-07-06T18:24:30,36
2015-07-06T19:24:31,36
2015-07-06T20:24:33,35
2015-07-06T21:24:29,35
2015-07-06T22:24:29,33
2015-07-06T23:24:29,33
2015-07-07T00:24:30,31
2015-07-07T01:24:30,30
2015-07-07T10:24:29,18
2015-07-07T11:24:29,18
2015-07-07T12:24:32,25
2015-07-07T13:24:30,28
2015-07-07T14:24:29,28
2015-07-07T15:24:29,35
2015-07-07T16:24:35,37
2015-07-07T17:24:30,-12
2015-07-07T18:24:31,37
2015-07-07T19:24:30,36
2015-07-07T20:24:30,37
2015-07-07T21:24:30,36
2015-07-07T22:24:30,35
2015-07-07T23:24:31,33
2015-07-08T00:24:31,32
2015-07-08T01:24:34,30
2015-07-08T10:24:29,19
2015-07-08T11:24:30,21
2015-07-08T12:24:29,23
2015-07-08T13:24:30,30
2015-07-08T14:24:29,30
2015-07-08T15:24:29,34
2015-07-08T16:24:53,35
2015-07-08T17:24:29,35
2015-07-08T18:24:30,36
2015-07-08T19:24:30,37
2015-07-08T20:24:34,36
2015-07-08T21:24:29,36
2015-07-08T22:24:30,36
2015-07-08T23:24:31,34
2015-07-09T00:24:29,32
2015-07-09T01:24:30,31
2015-07-09T11:24:32,18
2015-07-09T12:24:31,18
2015-07-09T13:24:30,21
2015-07-09T14:24:29,21
2015-07-09T15:24:30,23
2015-07-09T16:24:29,22
2015-07-09T17:24:30,25
2015-07-09T18:24:30,26
2015-07-09T19:24:30,24
2015-07-09T20:24:30,21
2015-07-09T21:24:30,22
2015-07-09T22:24:32,21
2015-07-09T23:24:30,21
2015-07-10T00:24:31,21
2015-07-10T01:24:30,20
2015-07-10T10:24:30,11
2015-07-10T11:24:31,15
2015-07-10T12:24:40,16
2015-07-10T13:24:30,18
2015-07-10T14:24:32,18
2015-07-10T15:24:30,23
2015-07-10T16:24:29,25
2015-07-10T17:24:30,25
2015-07-10T18:24:32,26
2015-07-10T19:24:47,24
2015-07-10T20:24:30,25
2015-07-10T21:24:30,23
2015-07-10T22:24:30,22
2015-07-10T23:24:29,22
2015-07-11T00:24:29,21
2015-07-11T01:24:30,20
2015-07-11T10:24:44,9
2015-07-11T11:24:31,9
2015-07-11T12:24:30,9
2015-07-11T13:24:30,9
2015-07-11T14:24:29,9
2015-07-11T15:24:29,9
2015-07-11T16:24:29,9
2015-07-11T17:24:30,9
2015-07-11T18:24:29,9
2015-07-11T19:24:29,9
2015-07-11T20:24:29,27
2015-07-11T21:24:29,26
2015-07-11T22:24:30,26
2015-07-11T23:24:30,25
2015-07-12T00:24:30,26
2015-07-12T01:24:30,24
2015-07-12T10:24:29,11
2015-07-12T11:24:30,15
2015-07-12T12:24:30,20
2015-07-12T13:24:29,23
2015-07-12T14:24:29,27
2015-07-12T15:24:29,31
2015-07-12T16:24:29,32
2015-07-12T17:24:29,31
2015-07-12T18:24:30,32
2015-07-12T19:24:29,31
2015-07-12T20:24:30,31
2015-07-12T21:24:30,29
2015-07-12T22:24:30,28
2015-07-12T23:24:30,27
2015-07-13T00:24:29,27
2015-07-13T01:24:30,27
2015-07-13T10:24:29,14
2015-07-13T11:24:29,16
2015-07-13T12:24:29,20
2015-07-13T13:24:29,23
2015-07-13T14:24:29,27
2015-07-13T15:24:30,25
2015-07-13T16:24:30,24
2015-07-13T17:24:30,25
2015-07-13T18:24:30,22
2015-07-13T19:24:30,23
2015-07-13T20:24:30,23
2015-07-13T21:24:36,22
2015-07-13T22:24:33,22
2015-07-13T23:24:30,22
2015-07-14T00:24:44,22
2015-07-14T01:24:31,20
2015-07-14T10:24:31,17
2015-07-14T11:24:30,20
2015-07-14T12:24:30,23
2015-07-14T13:24:31,23
2015-07-14T14:24:30,26
2015-07-14T15:24:30,28
2015-07-14T16:24:30,27
2015-07-14T17:24:33,29
2015-07-14T18:24:29,28
2015-07-14T19:24:30,28
2015-07-14T20:24:30,27
2015-07-14T21:24:29,25
2015-07-14T22:24:30,25
2015-07-14T23:24:30,24
2015-07-15T00:24:29,25
2015-07-15T01:24:30,22
2015-07-15T10:24:29,17
2015-07-15T11:24:33,18
2015-07-15T12:24:29,21
2015-07-15T13:24:30,25
2015-07-15T14:24:30,25
2015-07-15T15:24:29,28
2015-07-15T16:24:30,30
2015-07-15T17:24:30,31
2015-07-15T18:24:29,28
2015-07-15T19:24:30,30
2015-07-15T20:24:30,29
2015-07-15T21:24:29,29
2015-07-15T22:24:30,29
2015-07-15T23:24:31,27
2015-07-16T00:24:30,27
2015-07-16T01:24:30,26
2015-07-16T10:24:34,16
2015-07-16T11:24:32,17
2015-07-16T12:24:30,17
2015-07-16T13:24:29,25
2015-07-16T14:24:30,30
2015-07-16T15:24:30,33
2015-07-16T16:24:30,33
2015-07-16T17:24:30,34
2015-07-16T18:24:41,35
2015-07-16T19:24:31,33
2015-07-16T20:24:31,32
2015-07-16T21:24:33,30
2015-07-16T22:24:31,30
2015-07-16T23:24:30,31
2015-07-17T00:24:30,30
2015-07-17T01:24:30,27
2015-07-17T10:24:30,18
2015-07-17T11:24:30,18
2015-07-17T12:24:29,23
2015-07-17T13:24:29,25
2015-07-17T14:24:29,30
2015-07-17T15:24:31,31
2015-07-17T16:24:30,35
2015-07-17T17:24:30,36
2015-07-17T18:24:32,36
2015-07-17T19:24:30,36
2015-07-17T20:24:29,35
2015-07-17T21:24:29,34
2015-07-17T22:24:30,34
2015-07-17T23:24:30,33
2015-07-18T00:24:30,31
2015-07-18T01:24:37,28
2015-07-18T10:24:30,19
2015-07-18T11:24:30,20
2015-07-18T12:24:30,24
2015-07-18T13:24:29,28
2015-07-18T14:24:31,31
2015-07-18T15:24:29,36
2015-07-18T16:24:30,37
2015-07-18T17:24:50,-12
2015-07-18T18:24:30,-12
2015-07-18T19:24:30,-12
2015-07-18T20:24:43,-12
2015-07-18T21:24:45,-12
2015-07-18T22:24:30,35
2015-07-18T23:24:32,35
2015-07-19T00:24:33,34
2015-07-19T01:24:30,28
2015-07-19T10:24:30,21
2015-07-19T11:24:29,22
2015-07-19T12:24:29,22
2015-07-19T13:24:30,20
2015-07-19T14:24:29,25
2015-07-19T15:24:30,28
2015-07-19T16:24:30,26
2015-07-19T17:24:29,28
2015-07-19T18:24:30,28
2015-07-19T19:24:30,31
2015-07-19T20:24:31,30
2015-07-19T21:24:29,30
2015-07-19T22:24:30,30
2015-07-19T23:24:31,29
2015-07-20T00:24:30,29
2015-07-20T01:24:32,26
2015-07-20T10:24:29,19
2015-07-20T11:24:29,20
2015-07-20T12:24:29,25
2015-07-20T13:24:30,29
2015-07-20T14:24:30,34
2015-07-20T15:24:30,33
2015-07-20T16:24:29,-12
2015-07-20T17:24:30,-12
2015-07-20T18:24:30,-12
2015-07-20T19:24:35,-12
2015-07-20T20:24:31,33
2015-07-20T21:24:30,31
2015-07-20T22:24:30,31
2015-07-20T23:24:30,29
2015-07-21T00:24:31,31
2015-07-21T01:24:31,32
2015-07-21T10:24:29,19
2015-07-21T11:24:30,20
2015-07-21T12:24:36,25
2015-07-21T13:24:29,27
2015-07-21T14:24:30,31
2015-07-21T15:24:30,32
2015-07-21T16:24:32,33
2015-07-21T17:24:30,33
2015-07-21T18:24:33,33
2015-07-21T19:24:29,33
2015-07-21T20:24:30,32
2015-07-21T21:24:30,32
2015-07-21T22:24:30,31
2015-07-21T23:24:30,31
2015-07-22T00:24:33,31
2015-07-22T01:24:30,31
2015-07-22T10:24:29,18
2015-07-22T11:24:29,20
2015-07-22T12:24:29,24
2015-07-22T13:24:37,28
