timestamp,temperature
2015-07-02T16:24:26,30
2015-07-02T17:24:26,30
2015-07-02T18:24:26,32
2015-07-02T19:24:27,23
2015-07-02T20:24:25,22
2015-07-02T21:24:26,22
2015-07-02T22:24:25,20
2015-07-02T23:24:26,18
2015-07-03T00:24:25,20
2015-07-03T10:24:25,13
2015-07-03T11:24:23,19
2015-07-03T12:24:23,20
2015-07-03T13:24:23,20
2015-07-03T14:24:23,27
2015-07-03T15:24:23,27
2015-07-03T16:24:24,27
2015-07-03T17:24:24,26
2015-07-03T18:24:23,26
2015-07-03T19:24:23,27
2015-07-03T20:24:23,25
2015-07-03T21:24:24,23
2015-07-03T22:24:23,24
2015-07-03T23:24:24,23
2015-07-04T00:24:24,23
2015-07-04T10:24:23,17
2015-07-04T11:24:25,17
2015-07-04T12:24:25,20
2015-07-04T13:24:26,21
2015-07-04T14:24:25,21
2015-07-04T15:24:34,21
2015-07-04T16:24:25,27
2015-07-04T17:24:26,26
2015-07-04T18:24:26,26
2015-07-04T19:24:26,23
2015-07-04T20:24:26,18
2015-07-04T21:24:26,21
2015-07-04T22:24:26,20
2015-07-04T23:24:25,20
2015-07-05T00:24:25,18
2015-07-05T10:24:25,18
2015-07-05T11:24:25,17
2015-07-05T12:24:25,21
2015-07-05T13:24:25,26
2015-07-05T14:24:26,26
2015-07-05T15:24:26,29
2015-07-05T16:24:25,30
2015-07-05T17:24:29,31
2015-07-05T18:24:47,32
2015-07-05T19:24:26,32
2015-07-05T20:24:25,31
2015-07-05T21:24:25,28
2015-07-05T22:24:26,28
2015-07-05T23:24:26,28
2015-07-06T00:24:25,25
2015-07-06T11:24:23,21
2015-07-06T12:24:23,21
2015-07-06T13:24:23,25
2015-07-06T14:24:23,32
2015-07-06T15:24:23,32
2015-07-06T16:24:23,33
2015-07-06T17:24:23,33
2015-07-06T18:24:23,33
2015-07-06T19:24:23,33
2015-07-06T20:24:24,33
2015-07-06T21:24:23,32
2015-07-06T22:24:23,32
2015-07-06T23:24:23,32
2015-07-07T00:24:23,29
2015-07-07T10:24:23,18
2015-07-07T11:24:25,21
2015-07-07T12:24:28,27
2015-07-07T13:24:26,35
2015-07-07T14:24:25,35
2015-07-07T15:24:25,36
2015-07-07T16:24:30,36
2015-07-07T17:24:25,-12
2015-07-07T18:24:26,37
2015-07-07T19:24:25,37
2015-07-07T20:24:25,36
2015-07-07T21:24:26,35
2015-07-07T22:24:25,33
2015-07-07T23:24:26,32
2015-07-08T00:24:27,31
2015-07-08T10:24:25,22
2015-07-08T11:24:25,21
2015-07-08T12:24:25,24
2015-07-08T13:24:25,35
2015-07-08T14:24:25,-12
2015-07-08T15:24:25,-12
2015-07-08T16:24:26,-12
2015-07-08T17:24:25,-12
2015-07-08T18:24:26,-12
2015-07-08T19:24:26,-12
2015-07-08T20:24:30,36
2015-07-08T21:24:25,35
2015-07-08T22:24:23,35
2015-07-08T23:24:23,32
2015-07-09T00:24:23,32
2015-07-09T10:24:23,18
2015-07-09T11:24:24,19
2015-07-09T12:24:23,21
2015-07-09T13:24:23,32
2015-07-09T14:24:23,32
2015-07-09T15:24:23,35
2015-07-09T16:24:23,36
2015-07-09T17:24:24,36
2015-07-09T18:24:23,35
2015-07-09T19:24:23,36
2015-07-09T20:24:23,35
2015-07-09T21:24:23,35
2015-07-09T22:24:27,35
2015-07-09T23:24:25,32
2015-07-10T00:24:26,30
2015-07-10T10:24:26,21
2015-07-10T11:24:27,22
2015-07-10T12:24:36,22
2015-07-10T13:24:25,19
2015-07-10T14:24:28,17
2015-07-10T15:24:27,22
2015-07-10T16:24:25,21
2015-07-10T17:24:26,17
2015-07-10T18:24:26,20
2015-07-10T19:24:25,20
2015-07-10T20:24:26,21
2015-07-10T21:24:26,22
2015-07-10T22:24:25,22
2015-07-10T23:24:25,22
2015-07-11T00:24:25,21
2015-07-11T10:24:38,17
2015-07-11T11:24:26,15
2015-07-11T12:24:25,15
2015-07-11T13:24:26,15
2015-07-11T14:24:25,15
2015-07-11T15:24:25,15
2015-07-11T16:24:25,15
2015-07-11T17:24:26,15
2015-07-11T18:24:25,15
2015-07-11T19:24:25,15
2015-07-11T20:24:25,25
2015-07-11T21:24:25,25
2015-07-11T22:24:26,24
2015-07-11T23:24:26,24
2015-07-12T00:24:25,24
2015-07-12T10:24:26,11
2015-07-12T11:24:26,11
2015-07-12T12:24:26,19
2015-07-12T13:24:25,19
2015-07-12T14:24:26,22
2015-07-12T15:24:25,24
2015-07-12T16:24:25,27
2015-07-12T17:24:25,30
2015-07-12T18:24:26,30
2015-07-12T19:24:25,29
2015-07-12T20:24:25,28
2015-07-12T21:24:26,26
2015-07-12T22:24:24,26
2015-07-12T23:24:23,26
2015-07-13T00:24:23,26
2015-07-13T10:24:23,17
2015-07-13T11:24:23,17
2015-07-13T12:24:23,21
2015-07-13T13:24:23,21
2015-07-13T14:24:23,27
2015-07-13T15:24:24,27
2015-07-13T16:24:24,30
2015-07-13T17:24:25,33
2015-07-13T18:24:23,32
2015-07-13T19:24:23,31
2015-07-13T20:24:24,31
2015-07-13T21:24:29,28
2015-07-13T22:24:26,27
2015-07-13T23:24:26,27
2015-07-14T00:24:25,24
2015-07-14T10:24:26,17
2015-07-14T11:24:26,20
2015-07-14T12:24:26,20
2015-07-14T13:24:26,21
2015-07-14T14:24:25,25
2015-07-14T15:24:26,27
2015-07-14T16:24:26,27
2015-07-14T17:24:26,21
2015-07-14T18:24:26,21
2015-07-14T19:24:26,25
2015-07-14T20:24:25,26
2015-07-14T21:24:25,25
2015-07-14T22:24:26,25
2015-07-14T23:24:26,21
2015-07-15T00:24:25,21
2015-07-15T10:24:25,16
2015-07-15T11:24:26,18
2015-07-15T12:24:25,22
2015-07-15T13:24:25,26
2015-07-15T14:24:26,26
2015-07-15T15:24:25,28
2015-07-15T16:24:26,30
2015-07-15T17:24:26,30
2015-07-15T18:24:25,30
2015-07-15T19:24:25,30
2015-07-15T20:24:26,30
2015-07-15T21:24:25,29
2015-07-15T22:24:25,28
2015-07-15T23:24:26,28
2015-07-16T00:24:25,27
2015-07-16T10:24:25,17
2015-07-16T11:24:26,18
2015-07-16T12:24:25,23
2015-07-16T13:24:25,23
2015-07-16T14:24:26,26
2015-07-16T15:24:25,30
2015-07-16T16:24:26,30
2015-07-16T17:24:26,33
2015-07-16T18:24:36,31
2015-07-16T19:24:26,31
2015-07-16T20:24:26,30
2015-07-16T21:24:26,30
2015-07-16T22:24:26,30
2015-07-16T23:24:26,29
2015-07-17T00:24:26,27
2015-07-17T10:24:26,18
2015-07-17T11:24:26,21
2015-07-17T12:24:25,21
2015-07-17T13:24:25,26
2015-07-17T14:24:25,30
2015-07-17T15:24:26,31
2015-07-17T16:24:26,31
2015-07-17T17:24:25,33
2015-07-17T18:24:27,33
2015-07-17T19:24:25,34
2015-07-17T20:24:25,33
2015-07-17T21:24:25,32
2015-07-17T22:24:26,32
2015-07-17T23:24:25,31
2015-07-18T00:24:26,28
2015-07-18T10:24:26,19
2015-07-18T11:24:26,20
2015-07-18T12:24:25,25
2015-07-18T13:24:25,29
2015-07-18T14:24:25,32
2015-07-18T15:24:25,36
2015-07-18T16:24:26,37
2015-07-18T17:24:25,37
2015-07-18T18:24:25,36
2015-07-18T19:24:26,36
2015-07-18T20:24:25,36
2015-07-18T21:24:40,33
2015-07-18T22:24:26,33
2015-07-18T23:24:26,33
2015-07-19T00:24:25,31
2015-07-19T10:24:26,22
2015-07-19T11:24:26,22
2015-07-19T12:24:25,27
2015-07-19T13:24:26,31
2015-07-19T14:24:25,33
2015-07-19T15:24:25,33
2015-07-19T16:24:26,36
2015-07-19T17:24:26,36
2015-07-19T18:24:25,-12
2015-07-19T19:24:26,35
2015-07-19T20:24:27,35
2015-07-19T21:24:25,33
2015-07-19T22:24:26,32
2015-07-19T23:24:26,32
2015-07-20T00:24:26,30
2015-07-20T10:24:25,18
2015-07-20T11:24:25,18
2015-07-20T12:24:25,20
2015-07-20T13:24:25,25
2015-07-20T14:24:26,29
2015-07-20T15:24:26,35
2015-07-20T16:24:26,36
2015-07-20T17:24:26,36
2015-07-20T18:24:25,-12
2015-07-20T19:24:26,34
2015-07-20T20:24:26,34
2015-07-20T21:24:26,34
2015-07-20T22:24:26,32
2015-07-20T23:24:26,32
2015-07-21T00:24:26,31
2015-07-21T10:24:25,22
2015-07-21T11:24:26,22
2015-07-21T12:24:30,24
2015-07-21T13:24:26,26
2015-07-21T14:24:25,27
2015-07-21T15:24:26,29
2015-07-21T16:24:27,29
2015-07-21T17:24:26,32
2015-07-21T18:24:28,33
2015-07-21T19:24:25,32
2015-07-21T20:24:26,33
2015-07-21T21:24:25,31
2015-07-21T22:24:26,30
2015-07-21T23:24:25,30
2015-07-22T00:24:26,29
2015-07-22T10:24:25,20
2015-07-22T11:24:25,22
2015-07-22T12:24:25,22
2015-07-22T13:24:30,28
