timestamp,temperature
2015-07-03T01:24:29,22
2015-07-03T01:24:30,20
2015-07-03T01:24:30,20
2015-07-03T01:24:31,21
2015-07-03T01:24:32,17
2015-07-03T01:24:32,18
2015-07-03T02:24:27,20
2015-07-03T02:24:27,17
2015-07-03T02:24:28,20
2015-07-03T02:24:28,20
2015-07-03T02:24:28,24
2015-07-03T02:24:29,24
2015-07-03T02:24:29,21
2015-07-03T02:24:30,17
2015-07-03T02:24:30,18
2015-07-03T02:24:30,20
2015-07-03T03:24:26,20
2015-07-03T03:24:33,17
2015-07-03T03:24:34,18
2015-07-03T03:24:34,20
2015-07-03T03:24:35,18
2015-07-03T03:24:35,24
2015-07-03T03:24:35,20
2015-07-03T03:24:36,17
2015-07-03T03:24:36,18
2015-07-03T03:24:37,20
2015-07-03T04:24:27,17
2015-07-03T04:24:27,18
2015-07-03T04:24:27,16
2015-07-03T04:24:28,18
2015-07-03T04:24:28,18
2015-07-03T04:24:29,22
2015-07-03T04:24:29,17
2015-07-03T04:24:29,17
2015-07-03T04:24:30,17
2015-07-03T04:24:30,17
2015-07-03T05:24:26,17
2015-07-03T05:24:27,17
2015-07-03T05:24:27,16
2015-07-03T05:24:27,18
2015-07-03T05:24:28,18
2015-07-03T05:24:28,21
2015-07-03T05:24:28,17
2015-07-03T05:24:29,16
2015-07-03T05:24:29,15
2015-07-03T05:24:29,17
2015-07-03T06:24:26,16
2015-07-03T06:24:26,16
2015-07-03T06:24:27,16
2015-07-03T06:24:27,17
2015-07-03T06:24:28,16
2015-07-03T06:24:28,20
2015-07-03T06:24:28,17
2015-07-03T06:24:29,17
2015-07-03T06:24:29,13
2015-07-03T06:24:29,16
2015-07-03T07:24:26,16
2015-07-03T07:24:27,14
2015-07-03T07:24:27,16
2015-07-03T07:24:27,17
2015-07-03T07:24:28,16
2015-07-03T07:24:28,18
2015-07-03T07:24:28,16
2015-07-03T07:24:29,16
2015-07-03T07:24:29,13
2015-07-03T07:24:29,16
2015-07-03T08:24:27,16
2015-07-03T08:24:27,14
2015-07-03T08:24:28,16
2015-07-03T08:24:28,16
2015-07-03T08:24:29,15
2015-07-03T08:24:29,18
2015-07-03T08:24:29,16
2015-07-03T08:24:30,16
2015-07-03T08:24:30,16
2015-07-03T08:24:31,16
2015-07-03T09:24:27,17
2015-07-03T09:24:27,13
2015-07-03T09:24:27,14
2015-07-03T09:24:28,17
2015-07-03T09:24:28,15
2015-07-03T09:24:28,19
2015-07-03T09:24:29,16
2015-07-03T09:24:29,15
2015-07-03T09:24:29,15
2015-07-03T09:24:30,15
2015-07-04T01:24:27,25
2015-07-04T01:24:27,23
2015-07-04T01:24:28,21
2015-07-04T01:24:30,17
2015-07-04T02:24:30,21
2015-07-04T02:24:30,25
2015-07-04T02:24:31,23
2015-07-04T02:24:31,25
2015-07-04T02:24:32,16
2015-07-04T02:24:32,19
2015-07-04T02:24:33,20
2015-07-04T02:24:33,20
2015-07-04T02:24:34,20
2015-07-04T02:24:34,17
2015-07-04T03:24:26,19
2015-07-04T03:24:27,21
2015-07-04T03:24:27,20
2015-07-04T03:24:28,18
2015-07-04T03:24:28,15
2015-07-04T03:24:28,18
2015-07-04T03:24:29,18
2015-07-04T03:24:29,17
2015-07-04T03:24:30,17
2015-07-04T03:24:30,16
2015-07-04T04:24:27,18
2015-07-04T04:24:27,20
2015-07-04T04:24:28,18
2015-07-04T04:24:28,18
2015-07-04T04:24:28,16
2015-07-04T04:24:29,18
2015-07-04T04:24:29,18
2015-07-04T04:24:29,17
2015-07-04T04:24:30,18
2015-07-04T04:24:30,16
2015-07-04T05:24:27,17
2015-07-04T05:24:27,20
2015-07-04T05:24:28,17
2015-07-04T05:24:29,16
2015-07-04T05:24:29,16
2015-07-04T05:24:29,18
2015-07-04T05:24:30,17
2015-07-04T05:24:30,15
2015-07-04T05:24:30,17
2015-07-04T05:24:31,13
2015-07-04T06:24:26,17
2015-07-04T06:24:26,17
2015-07-04T06:24:27,17
2015-07-04T06:24:27,16
2015-07-04T06:24:28,16
2015-07-04T06:24:28,17
2015-07-04T06:24:28,17
2015-07-04T06:24:29,16
2015-07-04T06:24:29,18
2015-07-04T06:24:30,15
2015-07-04T07:24:26,17
2015-07-04T07:24:26,18
2015-07-04T07:24:27,17
2015-07-04T07:24:27,16
2015-07-04T07:24:27,16
2015-07-04T07:24:28,17
2015-07-04T07:24:28,17
2015-07-04T07:24:29,15
2015-07-04T07:24:29,17
2015-07-04T07:24:29,14
2015-07-04T08:24:27,17
2015-07-04T08:24:27,16
2015-07-04T08:24:28,17
2015-07-04T08:24:28,15
2015-07-04T08:24:28,15
2015-07-04T08:24:29,17
2015-07-04T08:24:29,16
2015-07-04T08:24:29,16
2015-07-04T08:24:30,14
2015-07-04T08:24:30,15
2015-07-04T09:24:26,18
2015-07-04T09:24:27,16
2015-07-04T09:24:27,17
2015-07-04T09:24:27,14
2015-07-04T09:24:28,15
2015-07-04T09:24:28,16
2015-07-04T09:24:28,15
2015-07-04T09:24:29,15
2015-07-04T09:24:29,15
2015-07-04T09:24:30,15
2015-07-05T01:24:26,21
2015-07-05T01:24:27,21
2015-07-05T01:24:27,19
2015-07-05T01:24:28,20
2015-07-05T01:24:29,16
2015-07-05T01:24:29,20
2015-07-05T02:24:26,19
2015-07-05T02:24:27,21
2015-07-05T02:24:27,20
2015-07-05T02:24:27,18
2015-07-05T02:24:28,21
2015-07-05T02:24:28,21
2015-07-05T02:24:28,18
2015-07-05T02:24:29,16
2015-07-05T02:24:29,22
2015-07-05T02:24:30,21
2015-07-05T03:24:27,18
2015-07-05T03:24:27,21
2015-07-05T03:24:28,15
2015-07-05T03:24:28,17
2015-07-05T03:24:28,21
2015-07-05T03:24:29,19
2015-07-05T03:24:29,18
2015-07-05T03:24:30,16
2015-07-05T03:24:30,22
2015-07-05T03:24:32,21
2015-07-05T04:24:27,18
2015-07-05T04:24:27,18
2015-07-05T04:24:28,15
2015-07-05T04:24:28,17
2015-07-05T04:24:29,20
2015-07-05T04:24:29,19
2015-07-05T04:24:30,17
2015-07-05T04:24:30,18
2015-07-05T04:24:30,18
2015-07-05T04:24:31,21
2015-07-05T05:24:26,18
2015-07-05T05:24:26,17
2015-07-05T05:24:26,15
2015-07-05T05:24:27,18
2015-07-05T05:24:27,18
2015-07-05T05:24:27,18
2015-07-05T05:24:28,19
2015-07-05T05:24:29,17
2015-07-05T05:24:29,16
2015-07-05T05:24:29,20
2015-07-05T06:24:26,19
2015-07-05T06:24:26,17
2015-07-05T06:24:27,15
2015-07-05T06:24:27,16
2015-07-05T06:24:27,18
2015-07-05T06:24:28,17
2015-07-05T06:24:28,17
2015-07-05T06:24:29,18
2015-07-05T06:24:29,16
2015-07-05T06:24:29,20
2015-07-05T07:24:26,20
2015-07-05T07:24:26,17
2015-07-05T07:24:27,15
2015-07-05T07:24:27,17
2015-07-05T07:24:27,17
2015-07-05T07:24:28,18
2015-07-05T07:24:28,17
2015-07-05T07:24:29,17
2015-07-05T07:24:29,12
2015-07-05T07:24:29,16
2015-07-05T08:24:26,18
2015-07-05T08:24:27,17
2015-07-05T08:24:27,17
2015-07-05T08:24:27,15
2015-07-05T08:24:28,15
2015-07-05T08:24:28,19
2015-07-05T08:24:28,17
2015-07-05T08:24:29,17
2015-07-05T08:24:29,16
2015-07-05T08:24:29,16
2015-07-05T09:24:26,18
2015-07-05T09:24:26,17
2015-07-05T09:24:26,17
2015-07-05T09:24:27,15
2015-07-05T09:24:27,15
2015-07-05T09:24:29,19
2015-07-05T09:24:30,18
2015-07-05T09:24:30,17
2015-07-05T09:24:30,16
2015-07-05T09:24:31,16
2015-07-06T01:24:26,22
2015-07-06T01:24:27,20
2015-07-06T01:24:27,26
2015-07-06T01:24:28,23
2015-07-06T01:24:29,25
2015-07-06T01:24:29,23
2015-07-06T02:24:27,21
2015-07-06T02:24:27,22
2015-07-06T02:24:27,18
2015-07-06T02:24:28,23
2015-07-06T02:24:28,27
2015-07-06T02:24:28,26
2015-07-06T02:24:29,22
2015-07-06T02:24:29,22
2015-07-06T02:24:29,22
2015-07-06T02:24:30,27
2015-07-06T03:24:27,22
2015-07-06T03:24:27,20
2015-07-06T03:24:28,18
2015-07-06T03:24:28,22
2015-07-06T03:24:28,23
2015-07-06T03:24:29,25
2015-07-06T03:24:29,23
2015-07-06T03:24:30,21
2015-07-06T03:24:30,20
2015-07-06T03:24:30,26
2015-07-06T04:24:27,22
2015-07-06T04:24:28,21
2015-07-06T04:24:28,18
2015-07-06T04:24:29,22
2015-07-06T04:24:29,21
2015-07-06T04:24:29,23
2015-07-06T04:24:30,22
2015-07-06T04:24:30,20
2015-07-06T04:24:30,18
2015-07-06T04:24:31,23
2015-07-06T05:24:26,22
2015-07-06T05:24:26,21
2015-07-06T05:24:27,18
2015-07-06T05:24:27,22
2015-07-06T05:24:27,20
2015-07-06T05:24:28,23
2015-07-06T05:24:28,22
2015-07-06T05:24:28,20
2015-07-06T05:24:29,22
2015-07-06T05:24:29,23
2015-07-06T06:24:26,21
2015-07-06T06:24:26,18
2015-07-06T06:24:26,17
2015-07-06T06:24:27,17
2015-07-06T06:24:27,20
2015-07-06T06:24:27,21
2015-07-06T06:24:28,20
2015-07-06T06:24:28,19
2015-07-06T06:24:28,18
2015-07-06T06:24:29,18
2015-07-06T07:24:28,20
2015-07-06T07:24:28,19
2015-07-06T07:24:29,17
2015-07-06T07:24:29,17
2015-07-06T07:24:29,20
2015-07-06T07:24:30,20
2015-07-06T07:24:30,19
2015-07-06T07:24:30,18
2015-07-06T07:24:31,18
2015-07-06T07:24:31,18
2015-07-06T08:24:26,20
2015-07-06T08:24:26,19
2015-07-06T08:24:27,17
2015-07-06T08:24:27,17
2015-07-06T08:24:27,19
2015-07-06T08:24:28,20
2015-07-06T08:24:28,19
2015-07-06T08:24:28,18
